택배번호,출발지,출발시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,도착지,도착시간
017P10209,대구 달성군,17,20,54,2,대구 우편집중국,32,42,192,203,중부권 광역우편물류센터,83,94,225,102,안양 우편집중국,106,108,49,26,서울 관악구
017P10210,경남 사천시,17,19,42,1,진주 우편집중국,31,41,202,107,중부권 광역우편물류센터,59,70,229,62,수원 우편집중국,82,88,114,25,경기 안성시
017P10211,경기 고양시 일산동구,17,19,30,5,고양 우편집중국,31,44,268,140,중부권 광역우편물류센터,83,94,225,102,안양 우편집중국,106,108,49,18,서울 금천구
017P10216,강원 화천군,17,22,108,10,원주 우편집중국,34,47,256,229,중부권 광역우편물류센터,83,94,218,56,성남 우편집중국,106,108,43,32,경기 성남시 중원구
017P10219,세종특별자치시,17,20,56,5,대전 우편집중국,32,35,53,55,중부권 광역우편물류센터,59,64,100,76,청주 우편집중국,76,78,44,21,충북 충주시
017P10220,전북 진안군,17,21,83,2,전주 우편집중국,33,38,93,79,중부권 광역우편물류센터,59,72,251,85,창원 우편집중국,84,86,30,17,경남 창원시 마산회원구
017P10221,대전 유성구,17,19,46,4,대전 우편집중국,31,34,53,59,중부권 광역우편물류센터,46,59,268,65,고양 우편집중국,71,73,36,6,경기 김포시
017P10222,서울 동작구,17,20,61,4,안양 우편집중국,32,43,225,161,중부권 광역우편물류센터,83,94,225,102,안양 우편집중국,106,108,33,20,경기 안양시 동안구
017P10225,대구 남구,17,19,43,7,대구 우편집중국,31,41,192,200,중부권 광역우편물류센터,59,70,225,92,안양 우편집중국,82,84,49,11,서울 금천구
017P10228,대구 수성구,17,19,50,4,대구 우편집중국,31,41,192,200,중부권 광역우편물류센터,59,74,295,165,부산 우편집중국,86,88,39,18,경남 김해시
017P10229,경남 진주시,17,19,34,3,진주 우편집중국,31,41,202,107,중부권 광역우편물류센터,59,66,133,93,천안 우편집중국,78,86,154,19,충남 금산군
017P10230,서울 강북구,17,20,64,5,의정부 우편집중국,32,45,261,196,중부권 광역우편물류센터,83,94,218,56,성남 우편집중국,106,108,43,26,경기 성남시 수정구
017P10231,대전 서구,17,19,46,3,대전 우편집중국,31,34,53,59,중부권 광역우편물류센터,46,51,100,44,청주 우편집중국,63,65,44,8,충북 충주시
017P10237,부산 영도구,17,21,70,4,부산 우편집중국,33,48,295,316,중부권 광역우편물류센터,83,90,133,84,천안 우편집중국,102,104,30,22,충남 천안시 동남구
017P10240,충북 청주시 청원구,17,19,30,4,청주 우편집중국,31,36,100,60,중부권 광역우편물류센터,59,74,295,165,부산 우편집중국,86,89,60,10,부산 연제구
017P10242,대구 서구,17,19,43,7,대구 우편집중국,31,41,192,200,중부권 광역우편물류센터,59,69,192,112,대구 우편집중국,81,83,43,19,대구 남구
017P10243,강원 영월군,17,20,62,6,원주 우편집중국,32,45,256,214,중부권 광역우편물류센터,83,88,93,118,전주 우편집중국,100,104,88,23,전북 정읍시
017P10247,전북 순창군,17,23,129,10,전주 우편집중국,35,40,93,77,중부권 광역우편물류센터,59,72,253,111,부천 우편집중국,84,86,36,15,경기 부천시
017P10257,경기 남양주시,17,19,40,6,동서울 우편집중국,31,43,248,191,중부권 광역우편물류센터,83,93,192,112,대구 우편집중국,105,107,30,21,대구 중구
017P10259,충북 청주시 서원구,17,19,30,5,청주 우편집중국,31,36,100,60,중부권 광역우편물류센터,59,62,53,113,대전 우편집중국,74,77,66,10,대전 대덕구
017P10261,경기 파주시,17,19,48,5,고양 우편집중국,31,44,268,140,중부권 광역우편물류센터,83,93,192,112,대구 우편집중국,105,108,54,24,경북 경산시
017P10265,전북 장수군,17,22,101,8,전주 우편집중국,34,39,93,79,중부권 광역우편물류센터,59,69,202,49,진주 우편집중국,81,88,149,11,경남 합천군
017P10268,경기 시흥시,17,20,53,6,부천 우편집중국,32,45,253,263,중부권 광역우편물류센터,83,93,202,86,진주 우편집중국,105,107,34,25,경남 진주시
017P10269,경기 오산시,17,21,86,6,수원 우편집중국,33,44,229,96,중부권 광역우편물류센터,83,88,93,118,전주 우편집중국,100,102,39,25,전북 익산시
017P10271,경남 남해군,17,21,73,8,진주 우편집중국,33,43,202,105,중부권 광역우편물류센터,83,94,216,69,안동 우편집중국,106,108,44,35,경북 예천군
017P10273,충북 보은군,17,21,87,10,청주 우편집중국,33,38,100,63,중부권 광역우편물류센터,59,70,225,92,안양 우편집중국,82,84,49,19,서울 관악구
017P10274,충남 공주시,17,21,76,4,대전 우편집중국,33,36,53,54,중부권 광역우편물류센터,59,69,202,49,진주 우편집중국,81,86,102,12,경남 함양군
017P10275,전남 장흥군,17,20,69,1,영암 우편집중국,32,46,290,140,중부권 광역우편물류센터,83,93,199,109,광주 우편집중국,105,107,39,26,전남 장성군
017P10276,경북 안동시,17,19,30,2,안동 우편집중국,31,42,216,106,중부권 광역우편물류센터,83,86,53,95,대전 우편집중국,98,100,30,31,충남 계룡시
017P10277,대구 서구,17,19,43,7,대구 우편집중국,31,41,192,200,중부권 광역우편물류센터,59,69,199,109,광주 우편집중국,81,85,70,14,전남 담양군
017P10278,서울 강남구,17,21,82,7,동서울 우편집중국,33,45,248,206,중부권 광역우편물류센터,83,88,93,118,전주 우편집중국,100,108,164,30,전북 군산시
017P10283,충북 청주시 상당구,17,20,65,7,청주 우편집중국,32,37,100,65,중부권 광역우편물류센터,59,70,225,92,안양 우편집중국,82,84,33,14,경기 군포시
017P10286,대구 북구,17,19,30,2,대구 우편집중국,31,41,192,200,중부권 광역우편물류센터,59,74,295,165,부산 우편집중국,86,88,35,13,부산 동구
017P10287,부산 부산진구,17,21,70,5,부산 우편집중국,33,48,295,316,중부권 광역우편물류센터,83,88,93,118,전주 우편집중국,100,103,54,27,전북 전주시 덕진구
017P10290,충남 서산시,17,23,128,10,천안 우편집중국,35,42,133,93,중부권 광역우편물류센터,83,86,53,95,대전 우편집중국,98,106,156,20,충남 서천군
017P10293,전북 임실군,17,21,83,5,전주 우편집중국,33,38,93,79,중부권 광역우편물류센터,59,66,133,93,천안 우편집중국,78,80,30,22,충남 천안시 서북구
017P10295,경기 하남시,17,20,51,4,동서울 우편집중국,32,44,248,192,중부권 광역우편물류센터,83,88,93,118,전주 우편집중국,100,102,39,25,전북 익산시
017P10296,대전 대덕구,17,20,66,8,대전 우편집중국,32,35,53,55,중부권 광역우편물류센터,59,69,192,112,대구 우편집중국,81,84,55,9,경북 칠곡군
017P10297,대전 서구,17,19,46,3,대전 우편집중국,31,34,53,59,중부권 광역우편물류센터,46,60,290,80,영암 우편집중국,72,74,50,16,전남 완도군
017P10299,경기 구리시,17,20,53,7,의정부 우편집중국,32,45,261,196,중부권 광역우편물류센터,83,88,93,118,전주 우편집중국,100,108,164,30,전북 군산시
017P10300,서울 서초구,17,21,79,4,동서울 우편집중국,33,45,248,206,중부권 광역우편물류센터,83,94,216,69,안동 우편집중국,106,108,30,31,경북 안동시
017P10302,전남 곡성군,17,22,92,12,광주 우편집중국,34,44,199,175,중부권 광역우편물류센터,83,94,218,56,성남 우편집중국,106,108,39,24,경기 성남시 분당구
017P10303,충남 천안시 서북구,17,19,30,2,천안 우편집중국,31,38,133,88,중부권 광역우편물류센터,59,72,256,117,원주 우편집중국,84,90,124,12,강원 정선군
017P10304,충남 부여군,17,23,116,8,대전 우편집중국,35,38,53,36,중부권 광역우편물류센터,59,72,253,111,부천 우편집중국,84,86,36,19,인천 계양구
017P10305,서울 성동구,17,21,84,5,동서울 우편집중국,33,45,248,206,중부권 광역우편물류센터,83,93,202,86,진주 우편집중국,105,108,53,22,경남 의령군
017P10308,경남 산청군,17,21,82,9,진주 우편집중국,33,43,202,105,중부권 광역우편물류센터,83,94,225,102,안양 우편집중국,106,108,33,20,경기 안양시 동안구
017P10311,경북 영양군,17,21,90,8,안동 우편집중국,33,44,216,105,중부권 광역우편물류센터,83,88,100,62,청주 우편집중국,100,104,87,22,충북 보은군
017P10313,부산 연제구,17,20,60,11,부산 우편집중국,32,47,295,301,중부권 광역우편물류센터,83,94,225,102,안양 우편집중국,106,108,33,27,경기 안양시 만안구
017P10316,전북 남원시,17,23,121,10,전주 우편집중국,35,40,93,77,중부권 광역우편물류센터,59,69,192,112,대구 우편집중국,81,86,106,13,경북 김천시
017P10317,대구 달서구,17,19,48,1,대구 우편집중국,31,41,192,200,중부권 광역우편물류센터,59,72,256,117,원주 우편집중국,84,92,150,24,강원 인제군
017P10318,전남 장성군,17,19,39,4,광주 우편집중국,31,41,199,163,중부권 광역우편물류센터,59,66,133,93,천안 우편집중국,78,84,113,18,충남 예산군
017P10319,대구 남구,17,19,43,7,대구 우편집중국,31,41,192,200,중부권 광역우편물류센터,59,72,253,111,부천 우편집중국,84,86,36,20,서울 강서구
017P10320,강원 화천군,17,22,108,10,원주 우편집중국,34,47,256,229,중부권 광역우편물류센터,83,94,225,102,안양 우편집중국,106,108,49,26,서울 관악구
017P10323,대전 중구,17,20,57,3,대전 우편집중국,32,35,53,55,중부권 광역우편물류센터,59,70,218,53,성남 우편집중국,82,84,43,24,경기 성남시 중원구
017P10324,대전 대덕구,17,20,66,8,대전 우편집중국,32,35,53,55,중부권 광역우편물류센터,59,64,93,101,전주 우편집중국,76,85,176,18,전북 부안군
017P10325,경기 고양시 덕양구,17,19,30,5,고양 우편집중국,31,44,268,140,중부권 광역우편물류센터,83,93,192,112,대구 우편집중국,105,107,43,21,대구 서구
017P10328,충남 천안시 동남구,17,19,30,1,천안 우편집중국,31,38,133,88,중부권 광역우편물류센터,59,70,229,62,수원 우편집중국,82,87,105,10,경기 평택시
017P10329,전북 정읍시,17,21,88,10,전주 우편집중국,33,38,93,79,중부권 광역우편물류센터,59,64,93,101,전주 우편집중국,76,85,176,18,전북 부안군
017P10330,충남 계룡시,17,19,30,8,대전 우편집중국,31,34,53,59,중부권 광역우편물류센터,46,56,192,116,대구 우편집중국,68,71,54,12,경북 경산시
017P10331,전북 남원시,17,23,121,10,전주 우편집중국,35,40,93,77,중부권 광역우편물류센터,59,70,229,62,수원 우편집중국,82,86,77,11,경기 수원시 장안구
017P10332,충남 서산시,17,23,128,10,천안 우편집중국,35,42,133,93,중부권 광역우편물류센터,83,86,53,95,대전 우편집중국,98,100,30,31,충남 계룡시
017P10333,충북 청주시 상당구,17,20,65,7,청주 우편집중국,32,37,100,65,중부권 광역우편물류센터,59,64,93,101,전주 우편집중국,76,80,88,15,전북 정읍시
017P10334,전남 강진군,17,19,50,4,영암 우편집중국,31,45,290,138,중부권 광역우편물류센터,83,94,218,56,성남 우편집중국,106,108,39,24,경기 성남시 분당구
017P10337,전남 장성군,17,19,39,4,광주 우편집중국,31,41,199,163,중부권 광역우편물류센터,59,72,268,65,고양 우편집중국,84,86,48,17,경기 파주시
017P10340,경북 김천시,17,22,106,8,대구 우편집중국,34,44,192,176,중부권 광역우편물류센터,83,94,216,69,안동 우편집중국,106,108,44,35,경북 예천군
017P10343,경북 칠곡군,17,20,55,6,대구 우편집중국,32,42,192,203,중부권 광역우편물류센터,83,88,100,62,청주 우편집중국,100,102,30,21,충북 청주시 서원구
017P10345,경기 부천시,17,19,36,4,부천 우편집중국,31,44,253,250,중부권 광역우편물류센터,83,94,216,69,안동 우편집중국,106,108,30,31,경북 안동시
017P10346,경남 산청군,17,21,82,9,진주 우편집중국,33,43,202,105,중부권 광역우편물류센터,83,88,100,62,청주 우편집중국,100,102,44,30,충북 충주시
017P10347,전북 장수군,17,22,101,8,전주 우편집중국,34,39,93,79,중부권 광역우편물류센터,59,62,53,113,대전 우편집중국,74,78,77,17,충남 논산시
017P10350,충북 청주시 흥덕구,17,19,44,3,청주 우편집중국,31,36,100,60,중부권 광역우편물류센터,59,71,233,52,순천 집중과,83,85,36,16,전남 순천시
017P10354,경북 청송군,17,21,90,7,안동 우편집중국,33,44,216,105,중부권 광역우편물류센터,83,93,192,112,대구 우편집중국,105,108,54,30,대구 달성군
017P10357,대전 유성구,17,19,46,4,대전 우편집중국,31,34,53,59,중부권 광역우편물류센터,46,59,256,93,원주 우편집중국,71,74,62,9,강원 영월군
017P10358,대구 남구,17,19,43,7,대구 우편집중국,31,41,192,200,중부권 광역우편물류센터,59,70,225,92,안양 우편집중국,82,85,54,17,경기 안산시 상록구
017P10359,대전 대덕구,17,20,66,8,대전 우편집중국,32,35,53,55,중부권 광역우편물류센터,59,72,253,111,부천 우편집중국,84,87,61,22,인천 남동구
017P10360,서울 금천구,17,19,49,6,안양 우편집중국,31,42,225,158,중부권 광역우편물류센터,83,93,202,86,진주 우편집중국,105,108,53,22,경남 의령군
017P10362,서울 금천구,17,19,49,6,안양 우편집중국,31,42,225,158,중부권 광역우편물류센터,83,88,100,62,청주 우편집중국,100,107,142,16,충북 괴산군
017P10365,대구 동구,17,19,50,1,대구 우편집중국,31,41,192,200,중부권 광역우편물류센터,59,62,53,113,대전 우편집중국,74,76,46,20,대전 유성구
017P10366,경기 평택시,17,22,105,9,수원 우편집중국,34,45,229,90,중부권 광역우편물류센터,83,88,93,118,전주 우편집중국,100,106,129,31,전북 순창군
017P10368,충북 청주시 서원구,17,19,30,5,청주 우편집중국,31,36,100,60,중부권 광역우편물류센터,59,69,199,109,광주 우편집중국,81,87,128,21,전남 구례군
017P10369,충남 예산군,17,23,113,8,천안 우편집중국,35,42,133,93,중부권 광역우편물류센터,83,86,53,95,대전 우편집중국,98,102,77,30,충남 논산시
017P10373,서울 강동구,17,20,54,3,동서울 우편집중국,32,44,248,192,중부권 광역우편물류센터,83,93,192,112,대구 우편집중국,105,107,50,20,대구 동구
017P10374,경남 창녕군,17,21,75,4,창원 우편집중국,33,46,251,169,중부권 광역우편물류센터,83,86,53,95,대전 우편집중국,98,101,57,20,대전 중구
017P10376,서울 광진구,17,19,30,4,동서울 우편집중국,31,43,248,191,중부권 광역우편물류센터,83,93,202,86,진주 우편집중국,105,108,53,22,경남 의령군
017P10384,전북 순창군,17,23,129,10,전주 우편집중국,35,40,93,77,중부권 광역우편물류센터,59,74,295,165,부산 우편집중국,86,90,70,20,부산 중구
018P10002,충북 보은군,18,22,87,7,청주 우편집중국,34,39,100,61,중부권 광역우편물류센터,59,72,253,111,부천 우편집중국,84,86,36,14,서울 영등포구
018P10015,울산 동구,18,20,30,3,울산 우편집중국,32,48,318,147,중부권 광역우편물류센터,83,90,133,84,천안 우편집중국,102,107,109,24,충남 당진시
018P10016,충북 청주시 상당구,18,21,65,7,청주 우편집중국,33,38,100,63,중부권 광역우편물류센터,59,70,225,92,안양 우편집중국,82,84,50,21,경기 광명시
018P10017,강원 철원군,18,21,55,4,의정부 우편집중국,33,46,261,189,중부권 광역우편물류센터,83,90,133,84,천안 우편집중국,102,108,128,23,충남 서산시
018P10019,경북 청송군,18,22,90,6,안동 우편집중국,34,45,216,106,중부권 광역우편물류센터,83,88,100,62,청주 우편집중국,100,107,142,16,충북 괴산군
018P10025,전남 구례군,18,24,128,9,광주 우편집중국,36,46,199,167,중부권 광역우편물류센터,83,90,133,84,천안 우편집중국,102,107,109,24,충남 당진시
018P10027,강원 원주시,18,20,30,5,원주 우편집중국,32,45,256,214,중부권 광역우편물류센터,83,90,133,84,천안 우편집중국,102,107,109,24,충남 당진시
018P10029,부산 수영구,18,21,60,2,부산 우편집중국,33,48,295,316,중부권 광역우편물류센터,83,90,133,84,천안 우편집중국,102,108,128,23,충남 서산시
018P10031,서울 강서구,18,20,36,5,부천 우편집중국,32,45,253,263,중부권 광역우편물류센터,83,94,218,56,성남 우편집중국,106,108,43,26,경기 성남시 수정구
018P10034,대구 달서구,18,20,48,3,대구 우편집중국,32,42,192,203,중부권 광역우편물류센터,83,88,93,118,전주 우편집중국,100,107,141,29,전북 고창군
018P10035,충남 태안군,18,24,128,9,천안 우편집중국,36,43,133,98,중부권 광역우편물류센터,83,90,133,84,천안 우편집중국,102,104,30,22,충남 천안시 동남구
018P10037,경기 시흥시,18,21,53,10,부천 우편집중국,33,46,253,244,중부권 광역우편물류센터,83,88,93,118,전주 우편집중국,100,102,45,22,전북 완주군
018P10044,경북 의성군,18,22,70,4,안동 우편집중국,34,45,216,106,중부권 광역우편물류센터,83,94,225,102,안양 우편집중국,106,108,50,30,경기 광명시
018P10049,전북 전주시 완산구,18,21,53,3,전주 우편집중국,33,38,93,79,중부권 광역우편물류센터,59,72,251,85,창원 우편집중국,84,88,75,20,경남 창녕군
018P10051,충남 논산시,18,22,77,5,대전 우편집중국,34,37,53,40,중부권 광역우편물류센터,59,72,268,65,고양 우편집중국,84,86,30,18,경기 고양시 덕양구
018P10060,광주 북구,18,21,57,3,광주 우편집중국,33,43,199,181,중부권 광역우편물류센터,83,90,133,84,천안 우편집중국,102,104,30,31,충남 천안시 서북구
018P10061,전북 전주시 덕진구,18,21,54,4,전주 우편집중국,33,38,93,79,중부권 광역우편물류센터,59,75,318,81,울산 우편집중국,87,89,35,15,울산 울주군
018P10062,충북 청주시 상당구,18,21,65,7,청주 우편집중국,33,38,100,63,중부권 광역우편물류센터,59,74,295,165,부산 우편집중국,86,89,60,20,부산 수영구
018P10063,경남 창원시 마산합포구,18,20,30,7,창원 우편집중국,32,45,251,165,중부권 광역우편물류센터,83,94,216,69,안동 우편집중국,106,108,44,35,경북 예천군
018P10067,경북 문경시,18,24,119,4,안동 우편집중국,36,47,216,104,중부권 광역우편물류센터,83,94,218,56,성남 우편집중국,106,108,43,26,경기 성남시 수정구
018P10068,충남 천안시 동남구,18,20,30,2,천안 우편집중국,32,39,133,83,중부권 광역우편물류센터,59,72,251,85,창원 우편집중국,84,88,75,20,경남 창원시 성산구
018P10073,충남 청양군,18,23,102,9,대전 우편집중국,35,38,53,36,중부권 광역우편물류센터,59,69,199,109,광주 우편집중국,81,85,71,17,광주 동구
018P10074,충북 증평군,18,21,58,2,청주 우편집중국,33,38,100,63,중부권 광역우편물류센터,59,73,290,68,영암 우편집중국,85,88,63,19,전남 무안군
018P10075,경기 안양시 만안구,18,20,33,3,안양 우편집중국,32,43,225,161,중부권 광역우편물류센터,83,88,100,62,청주 우편집중국,100,102,30,21,충북 청주시 서원구
018P10076,경기 안성시,18,24,114,5,수원 우편집중국,36,47,229,102,중부권 광역우편물류센터,83,94,218,56,성남 우편집중국,106,108,43,26,경기 성남시 수정구
018P10078,충북 음성군,18,23,97,5,청주 우편집중국,35,40,100,55,중부권 광역우편물류센터,59,69,199,109,광주 우편집중국,81,84,57,20,광주 북구
018P10079,전남 순천시,18,20,36,1,순천 집중과,32,44,233,63,중부권 광역우편물류센터,83,94,216,69,안동 우편집중국,106,108,44,35,경북 예천군
018P10081,경북 울진군,18,20,30,1,포항 우편집중국,32,46,271,94,중부권 광역우편물류센터,83,93,192,112,대구 우편집중국,105,107,43,21,대구 서구
018P10083,충북 진천군,18,22,71,4,청주 우편집중국,34,39,100,61,중부권 광역우편물류센터,59,66,133,93,천안 우편집중국,78,84,128,23,충남 태안군
018P10091,전북 완주군,18,20,45,2,전주 우편집중국,32,37,93,67,중부권 광역우편물류센터,59,64,93,101,전주 우편집중국,76,84,164,20,전북 군산시
018P10094,충남 태안군,18,24,128,9,천안 우편집중국,36,43,133,98,중부권 광역우편물류센터,83,88,100,62,청주 우편집중국,100,103,65,23,충북 청주시 상당구
018P10095,충남 부여군,18,24,116,7,대전 우편집중국,36,39,53,33,중부권 광역우편물류센터,59,66,133,93,천안 우편집중국,78,80,30,15,충남 천안시 동남구
018P10096,대전 대덕구,18,21,66,6,대전 우편집중국,33,36,53,54,중부권 광역우편물류센터,59,71,233,52,순천 집중과,83,87,84,18,전남 보성군
018P10098,충북 청주시 청원구,18,20,30,4,청주 우편집중국,32,37,100,65,중부권 광역우편물류센터,59,72,268,65,고양 우편집중국,84,86,42,18,서울 마포구
018P10100,전남 해남군,18,20,50,7,영암 우편집중국,32,46,290,140,중부권 광역우편물류센터,83,86,53,95,대전 우편집중국,98,102,77,30,충남 논산시
018P10104,충남 계룡시,18,20,30,5,대전 우편집중국,32,35,53,55,중부권 광역우편물류센터,59,72,253,111,부천 우편집중국,84,86,36,14,서울 영등포구
018P10105,충북 제천시,18,21,62,4,원주 우편집중국,33,46,256,222,중부권 광역우편물류센터,83,88,93,118,전주 우편집중국,100,106,129,31,전북 순창군
018P10115,서울 용산구,18,22,84,7,동서울 우편집중국,34,46,248,206,중부권 광역우편물류센터,83,90,133,84,천안 우편집중국,102,104,30,31,충남 천안시 서북구
018P10118,전북 임실군,18,22,83,3,전주 우편집중국,34,39,93,79,중부권 광역우편물류센터,59,70,225,92,안양 우편집중국,82,85,55,19,경기 과천시
018P10122,경기 안산시 단원구,18,21,51,4,안양 우편집중국,33,44,225,153,중부권 광역우편물류센터,83,94,225,102,안양 우편집중국,106,108,49,18,서울 금천구
018P10123,대구 서구,18,20,43,8,대구 우편집중국,32,42,192,203,중부권 광역우편물류센터,83,88,93,118,전주 우편집중국,100,107,141,29,전북 고창군
018P10129,경남 하동군,18,22,73,13,진주 우편집중국,34,44,202,103,중부권 광역우편물류센터,83,93,202,86,진주 우편집중국,105,108,53,22,경남 의령군
018P10131,전남 장흥군,18,21,69,3,영암 우편집중국,33,47,290,141,중부권 광역우편물류센터,83,86,53,95,대전 우편집중국,98,100,30,31,충남 계룡시
018P10134,충북 충주시,18,20,44,1,청주 우편집중국,32,37,100,65,중부권 광역우편물류센터,59,62,53,113,대전 우편집중국,74,78,77,17,충남 논산시
018P10135,충남 청양군,18,23,102,9,대전 우편집중국,35,38,53,36,중부권 광역우편물류센터,59,71,248,99,동서울 우편집중국,83,86,54,13,서울 강동구
018P10137,충남 서천군,18,26,156,8,대전 우편집중국,38,41,53,35,중부권 광역우편물류센터,59,71,233,52,순천 집중과,83,87,84,18,전남 보성군
018P10138,전북 완주군,18,20,45,2,전주 우편집중국,32,37,93,67,중부권 광역우편물류센터,59,69,199,109,광주 우편집중국,81,85,71,22,전남 화순군
018P10140,전남 담양군,18,22,70,6,광주 우편집중국,34,44,199,175,중부권 광역우편물류센터,83,93,192,112,대구 우편집중국,105,108,55,14,경북 칠곡군
018P10141,전남 담양군,18,22,70,6,광주 우편집중국,34,44,199,175,중부권 광역우편물류센터,83,94,229,49,수원 우편집중국,106,108,30,20,경기 수원시 영통구
018P10142,전남 신안군,18,20,45,5,영암 우편집중국,32,46,290,140,중부권 광역우편물류센터,83,86,53,95,대전 우편집중국,98,102,77,30,충남 논산시
018P10146,대전 유성구,18,20,46,5,대전 우편집중국,32,35,53,55,중부권 광역우편물류센터,59,71,233,52,순천 집중과,83,87,84,18,전남 보성군
018P10147,대전 서구,18,20,46,4,대전 우편집중국,32,35,53,55,중부권 광역우편물류센터,59,72,268,65,고양 우편집중국,84,86,30,18,경기 고양시 덕양구
018P10148,울산 중구,18,20,30,6,울산 우편집중국,32,48,318,147,중부권 광역우편물류센터,83,86,53,95,대전 우편집중국,98,101,66,23,대전 대덕구
018P10155,서울 관악구,18,20,49,3,안양 우편집중국,32,43,225,161,중부권 광역우편물류센터,83,90,133,84,천안 우편집중국,102,108,113,28,충남 예산군
018P10163,전북 남원시,18,24,121,10,전주 우편집중국,36,41,93,77,중부권 광역우편물류센터,59,72,251,85,창원 우편집중국,84,86,30,10,경남 창원시 마산합포구
018P10164,전북 순창군,18,24,129,11,전주 우편집중국,36,41,93,77,중부권 광역우편물류센터,59,71,248,99,동서울 우편집중국,83,87,79,7,서울 서초구
018P10165,경기 안산시 상록구,18,21,54,3,안양 우편집중국,33,44,225,153,중부권 광역우편물류센터,83,93,192,112,대구 우편집중국,105,108,54,24,경북 경산시
018P10166,충북 청주시 흥덕구,18,20,44,3,청주 우편집중국,32,37,100,65,중부권 광역우편물류센터,59,70,218,53,성남 우편집중국,82,84,43,24,경기 성남시 중원구
018P10168,전북 전주시 덕진구,18,21,54,4,전주 우편집중국,33,38,93,79,중부권 광역우편물류센터,59,69,192,112,대구 우편집중국,81,85,80,14,경북 고령군
018P10171,부산 연제구,18,21,60,12,부산 우편집중국,33,48,295,316,중부권 광역우편물류센터,83,94,218,56,성남 우편집중국,106,108,39,24,경기 성남시 분당구
018P10175,인천 서구,18,20,47,3,부천 우편집중국,32,45,253,263,중부권 광역우편물류센터,83,93,202,86,진주 우편집중국,105,108,53,22,경남 의령군
018P10176,경기 안성시,18,24,114,5,수원 우편집중국,36,47,229,102,중부권 광역우편물류센터,83,88,100,62,청주 우편집중국,100,103,58,19,충북 증평군
018P10181,서울 강서구,18,20,36,5,부천 우편집중국,32,45,253,263,중부권 광역우편물류센터,83,88,93,118,전주 우편집중국,100,104,88,23,전북 정읍시
018P10182,전남 해남군,18,20,50,7,영암 우편집중국,32,46,290,140,중부권 광역우편물류센터,83,93,192,112,대구 우편집중국,105,108,54,24,경북 경산시
018P10183,강원 홍천군,18,22,81,6,원주 우편집중국,34,47,256,229,중부권 광역우편물류센터,83,90,133,84,천안 우편집중국,102,108,128,30,충남 태안군
018P10184,전북 군산시,18,26,164,9,전주 우편집중국,38,43,93,77,중부권 광역우편물류센터,83,94,218,56,성남 우편집중국,106,108,43,32,경기 성남시 중원구
018P10185,충북 진천군,18,22,71,4,청주 우편집중국,34,39,100,61,중부권 광역우편물류센터,59,70,225,92,안양 우편집중국,82,84,49,11,서울 금천구
018P10187,경기 광주시,18,22,72,2,성남 우편집중국,34,45,218,97,중부권 광역우편물류센터,83,94,216,69,안동 우편집중국,106,108,30,31,경북 안동시
018P10188,전북 익산시,18,20,39,3,전주 우편집중국,32,37,93,67,중부권 광역우편물류센터,59,71,233,52,순천 집중과,83,85,30,23,전남 여수시
018P10191,경기 시흥시,18,21,53,10,부천 우편집중국,33,46,253,244,중부권 광역우편물류센터,83,88,100,62,청주 우편집중국,100,104,71,26,충북 진천군
018P10194,서울 성동구,18,22,84,6,동서울 우편집중국,34,46,248,206,중부권 광역우편물류센터,83,94,218,56,성남 우편집중국,106,108,39,24,경기 성남시 분당구
018P10195,충북 음성군,18,23,97,5,청주 우편집중국,35,40,100,55,중부권 광역우편물류센터,59,62,53,113,대전 우편집중국,74,77,56,11,세종특별자치시
018P10198,서울 관악구,18,20,49,3,안양 우편집중국,32,43,225,161,중부권 광역우편물류센터,83,93,202,86,진주 우편집중국,105,107,42,30,경남 사천시
018P10200,전북 익산시,18,20,39,3,전주 우편집중국,32,37,93,67,중부권 광역우편물류센터,59,70,216,80,안동 우편집중국,82,86,90,16,경북 청송군
018P10201,전북 전주시 덕진구,18,21,54,4,전주 우편집중국,33,38,93,79,중부권 광역우편물류센터,59,71,248,99,동서울 우편집중국,83,87,79,7,서울 서초구
018P10202,전남 화순군,18,22,71,7,광주 우편집중국,34,44,199,175,중부권 광역우편물류센터,83,88,93,118,전주 우편집중국,100,108,164,30,전북 군산시
018P10203,광주 남구,18,26,150,6,광주 우편집중국,38,48,199,156,중부권 광역우편물류센터,83,93,192,112,대구 우편집중국,105,107,43,21,대구 서구
018P10204,대전 중구,18,21,57,2,대전 우편집중국,33,36,53,54,중부권 광역우편물류센터,59,72,261,94,의정부 우편집중국,84,87,55,17,강원 철원군
018P10206,충북 증평군,18,21,58,2,청주 우편집중국,33,38,100,63,중부권 광역우편물류센터,59,70,225,92,안양 우편집중국,82,86,73,20,서울 구로구
018P10207,충북 청주시 서원구,18,20,30,5,청주 우편집중국,32,37,100,65,중부권 광역우편물류센터,59,70,216,80,안동 우편집중국,82,86,90,16,경북 청송군
018P10208,강원 평창군,18,22,84,8,원주 우편집중국,34,47,256,229,중부권 광역우편물류센터,83,90,133,84,천안 우편집중국,102,104,30,31,충남 천안시 서북구
018P10212,경기 수원시 영통구,18,20,30,3,수원 우편집중국,32,43,229,97,중부권 광역우편물류센터,83,88,100,62,청주 우편집중국,100,105,97,25,충북 음성군
