택배번호,출발지,출발시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,도착지,도착시간
001P10162,전북 고창군,1,8,141,3,전주 우편집중국,20,25,93,47,중부권 광역우편물류센터,37,50,253,11,부천 우편집중국,62,65,61,1,인천 미추홀구
001P10163,전남 영암군,1,3,50,2,영암 우편집중국,15,29,290,7,중부권 광역우편물류센터,41,53,233,15,순천 집중과,65,67,30,2,전남 여수시
001P10164,서울 성북구,1,3,36,2,동서울 우편집중국,15,27,248,3,중부권 광역우편물류센터,39,46,133,16,천안 우편집중국,58,66,154,1,충남 금산군
001P10165,대구 달성군,1,4,54,1,대구 우편집중국,16,26,192,10,중부권 광역우편물류센터,38,49,225,15,안양 우편집중국,61,63,50,1,경기 광명시
001P10166,경남 사천시,1,3,42,1,진주 우편집중국,15,25,202,1,중부권 광역우편물류센터,37,50,268,9,고양 우편집중국,62,64,48,1,경기 파주시
001P10167,전남 완도군,1,3,50,2,영암 우편집중국,15,29,290,7,중부권 광역우편물류센터,41,57,318,15,울산 우편집중국,69,71,30,3,울산 동구
001P10168,충북 증평군,1,4,58,1,청주 우편집중국,16,21,100,7,중부권 광역우편물류센터,33,40,133,4,천안 우편집중국,52,54,30,1,충남 천안시 서북구
001P10169,강원 동해시,1,5,72,1,강릉 우편집중국,17,35,368,4,중부권 광역우편물류센터,47,57,192,120,대구 우편집중국,69,74,106,4,경북 김천시
001P10170,광주 북구,1,4,57,1,광주 우편집중국,16,26,199,2,중부권 광역우편물류센터,38,49,225,15,안양 우편집중국,61,63,33,2,경기 군포시
001P10171,경기 성남시 중원구,1,3,43,3,성남 우편집중국,15,26,218,4,중부권 광역우편물류센터,38,49,229,8,수원 우편집중국,61,63,30,1,경기 수원시 영통구
001P10172,경기 안산시 단원구,1,4,51,2,안양 우편집중국,16,27,225,18,중부권 광역우편물류센터,39,52,256,25,원주 우편집중국,64,68,75,2,경기 여주시
001P10173,경북 군위군,1,5,84,1,대구 우편집중국,17,27,192,23,중부권 광역우편물류센터,39,51,233,6,순천 집중과,63,66,58,1,전남 고흥군
001P10174,경북 칠곡군,1,4,55,1,대구 우편집중국,16,26,192,10,중부권 광역우편물류센터,38,49,216,11,안동 우편집중국,61,65,90,3,경북 영양군
001P10175,전북 익산시,1,3,39,3,전주 우편집중국,15,20,93,6,중부권 광역우편물류센터,32,43,225,2,안양 우편집중국,55,58,59,1,경기 의왕시
001P10176,경기 의왕시,1,4,59,4,안양 우편집중국,16,27,225,18,중부권 광역우편물류센터,39,49,192,23,대구 우편집중국,61,63,43,1,대구 남구
001P10177,전북 무주군,1,10,175,3,천안 우편집중국,22,29,133,48,중부권 광역우편물류센터,41,52,225,40,안양 우편집중국,64,67,61,1,서울 동작구
001P10178,울산 울주군,1,3,35,1,울산 우편집중국,15,31,318,4,중부권 광역우편물류센터,43,59,318,30,울산 우편집중국,71,73,30,10,울산 북구
001P10179,서울 강남구,1,5,82,1,동서울 우편집중국,17,29,248,20,중부권 광역우편물류센터,41,51,202,19,진주 우편집중국,63,65,34,4,경남 진주시
001P10180,서울 중구,1,5,84,2,동서울 우편집중국,17,29,248,20,중부권 광역우편물류센터,41,46,100,24,청주 우편집중국,58,61,65,3,충북 청주시 상당구
001P10181,충북 보은군,1,5,87,2,청주 우편집중국,17,22,100,19,중부권 광역우편물류센터,34,48,290,4,영암 우편집중국,60,62,30,2,전남 진도군
001P10182,경기 성남시 수정구,1,3,43,1,성남 우편집중국,15,26,218,4,중부권 광역우편물류센터,38,53,295,21,부산 우편집중국,65,67,34,1,부산 강서구
001P10183,울산 중구,1,3,30,1,울산 우편집중국,15,31,318,4,중부권 광역우편물류센터,43,53,202,29,진주 우편집중국,65,72,149,2,경남 합천군
001P10184,대구 서구,1,3,43,1,대구 우편집중국,15,25,192,6,중부권 광역우편물류센터,37,47,199,14,광주 우편집중국,59,61,39,2,전남 장성군
001P10185,충북 영동군,1,9,164,4,천안 우편집중국,21,28,133,39,중부권 광역우편물류센터,40,54,290,24,영암 우편집중국,66,68,50,4,전남 영암군
001P10186,충북 음성군,1,6,97,2,청주 우편집중국,18,23,100,30,중부권 광역우편물류센터,35,38,53,4,대전 우편집중국,50,56,116,1,충남 부여군
001P10187,광주 남구,1,9,150,2,광주 우편집중국,21,31,199,52,중부권 광역우편물류센터,43,53,199,56,광주 우편집중국,65,75,202,11,광주 광산구
001P10188,서울 은평구,1,3,39,2,고양 우편집중국,15,28,268,4,중부권 광역우편물류센터,40,53,261,21,의정부 우편집중국,65,67,38,2,경기 양주시
001P10189,대구 달서구,1,3,48,2,대구 우편집중국,15,25,192,6,중부권 광역우편물류센터,37,47,199,14,광주 우편집중국,59,67,150,2,광주 서구
001P10190,전북 전주시 덕진구,1,4,54,2,전주 우편집중국,16,21,93,10,중부권 광역우편물류센터,33,45,233,2,순천 집중과,57,59,30,1,전남 여수시
001P10191,강원 춘천시,1,6,108,4,원주 우편집중국,18,31,256,20,중부권 광역우편물류센터,43,54,216,47,안동 우편집중국,66,68,30,3,경북 안동시
001P10192,대구 달서구,1,3,48,2,대구 우편집중국,15,25,192,6,중부권 광역우편물류센터,37,51,290,14,영암 우편집중국,63,65,50,3,전남 영암군
001P10193,부산 사하구,1,5,70,2,부산 우편집중국,17,32,295,22,중부권 광역우편물류센터,44,56,233,30,순천 집중과,68,70,47,8,전남 광양시
001P10194,경남 의령군,1,4,53,1,진주 우편집중국,16,26,202,2,중부권 광역우편물류센터,38,50,248,14,동서울 우편집중국,62,65,58,2,서울 송파구
001P10195,경남 양산시,1,6,94,2,울산 우편집중국,18,34,318,16,중부권 광역우편물류센터,46,57,225,94,안양 우편집중국,69,71,33,13,경기 안양시 만안구
001P10196,대전 서구,1,3,46,2,대전 우편집중국,15,18,53,4,중부권 광역우편물류센터,30,35,100,2,청주 우편집중국,47,49,44,1,충북 청주시 흥덕구
001P10197,경북 경주시,1,12,226,2,포항 우편집중국,24,38,271,41,중부권 광역우편물류센터,59,72,251,85,창원 우편집중국,84,86,35,13,경남 창원시 의창구
001P10198,부산 부산진구,1,5,70,3,부산 우편집중국,17,32,295,22,중부권 광역우편물류센터,44,55,225,67,안양 우편집중국,67,70,59,7,경기 의왕시
001P10199,경남 거창군,1,7,124,2,진주 우편집중국,19,29,202,19,중부권 광역우편물류센터,41,46,100,24,청주 우편집중국,58,60,30,6,충북 청주시 서원구
001P10200,전남 광양시,1,3,47,2,순천 집중과,15,27,233,2,중부권 광역우편물류센터,39,52,256,25,원주 우편집중국,64,66,30,3,강원 원주시
001P10201,충북 제천시,1,4,62,2,원주 우편집중국,16,29,256,4,중부권 광역우편물류센터,41,55,271,16,포항 우편집중국,67,78,226,3,경북 경주시
001P10202,전북 완주군,1,3,45,3,전주 우편집중국,15,20,93,6,중부권 광역우편물류센터,32,45,256,1,원주 우편집중국,57,61,84,1,강원 평창군
001P10203,대구 동구,1,3,50,2,대구 우편집중국,15,25,192,6,중부권 광역우편물류센터,37,50,253,11,부천 우편집중국,62,65,66,2,인천 옹진군
001P10204,인천 서구,1,3,47,2,부천 우편집중국,15,28,253,7,중부권 광역우편물류센터,40,51,225,32,안양 우편집중국,63,65,49,3,서울 금천구
001P10205,경북 성주군,1,5,88,1,대구 우편집중국,17,27,192,23,중부권 광역우편물류센터,39,54,295,30,부산 우편집중국,66,70,70,2,부산 서구
001P10206,인천 계양구,1,3,36,3,부천 우편집중국,15,28,253,7,중부권 광역우편물류센터,40,51,225,32,안양 우편집중국,63,66,55,3,경기 과천시
001P10207,부산 해운대구,1,9,152,1,부산 우편집중국,21,36,295,97,중부권 광역우편물류센터,59,71,248,99,동서울 우편집중국,83,87,82,14,서울 강남구
001P10208,경기 수원시 팔달구,1,4,69,2,수원 우편집중국,16,27,229,3,중부권 광역우편물류센터,39,50,225,24,안양 우편집중국,62,64,49,4,서울 관악구
001P10209,전북 익산시,1,3,39,3,전주 우편집중국,15,20,93,6,중부권 광역우편물류센터,32,42,199,2,광주 우편집중국,54,58,71,1,광주 동구
001P10210,경남 거제시,1,8,136,2,창원 우편집중국,20,33,251,35,중부권 광역우편물류센터,45,58,261,69,의정부 우편집중국,70,73,55,10,강원 철원군
001P10211,전북 장수군,1,6,101,2,전주 우편집중국,18,23,93,21,중부권 광역우편물류센터,35,48,261,2,의정부 우편집중국,60,62,48,1,서울 중랑구
001P10212,광주 광산구,1,11,202,1,광주 우편집중국,23,33,199,73,중부권 광역우편물류센터,45,50,100,32,청주 우편집중국,62,67,97,7,충북 음성군
001P10213,경기 양주시,1,3,38,1,의정부 우편집중국,15,28,261,3,중부권 광역우편물류센터,40,51,225,32,안양 우편집중국,63,67,73,5,서울 구로구
001P10214,경기 안양시 동안구,1,3,33,1,안양 우편집중국,15,26,225,9,중부권 광역우편물류센터,38,50,233,4,순천 집중과,62,64,47,1,전남 광양시
001P10215,부산 기장군,1,4,65,1,울산 우편집중국,16,32,318,8,중부권 광역우편물류센터,44,51,133,66,천안 우편집중국,63,68,109,6,충남 당진시
001P10216,경북 의성군,1,5,70,2,안동 우편집중국,17,28,216,7,중부권 광역우편물류센터,40,50,199,29,광주 우편집중국,62,66,82,2,전남 영광군
001P10217,강원 홍천군,1,5,81,1,원주 우편집중국,17,30,256,7,중부권 광역우편물류센터,42,55,261,36,의정부 우편집중국,67,69,48,2,서울 중랑구
001P10218,전북 남원시,1,7,121,2,전주 우편집중국,19,24,93,34,중부권 광역우편물류센터,36,46,199,9,광주 우편집중국,58,64,128,1,전남 구례군
001P10219,충남 아산시,1,3,45,3,천안 우편집중국,15,22,133,6,중부권 광역우편물류센터,34,49,295,11,부산 우편집중국,61,65,70,1,부산 부산진구
001P10220,충북 보은군,1,5,87,2,청주 우편집중국,17,22,100,19,중부권 광역우편물류센터,34,39,93,6,전주 우편집중국,51,57,129,1,전북 순창군
001P10221,대전 대덕구,1,4,66,1,대전 우편집중국,16,19,53,8,중부권 광역우편물류센터,31,47,318,1,울산 우편집중국,59,61,30,1,울산 북구
001P10222,전남 고흥군,1,4,58,1,순천 집중과,16,28,233,7,중부권 광역우편물류센터,40,51,216,16,안동 우편집중국,63,67,70,2,경북 의성군
001P10223,경기 시흥시,1,4,53,2,부천 우편집중국,16,29,253,14,중부권 광역우편물류센터,41,51,192,41,대구 우편집중국,63,66,55,5,경북 칠곡군
001P10224,경기 수원시 영통구,1,3,30,1,수원 우편집중국,15,26,229,1,중부권 광역우편물류센터,38,52,271,5,포항 우편집중국,64,66,30,3,경북 포항시 북구
001P10225,부산 서구,1,5,70,1,부산 우편집중국,17,32,295,22,중부권 광역우편물류센터,44,54,192,87,대구 우편집중국,66,68,43,7,대구 서구
001P10226,경북 의성군,1,5,70,2,안동 우편집중국,17,28,216,7,중부권 광역우편물류센터,40,53,251,15,창원 우편집중국,65,72,136,4,경남 거제시
001P10227,부산 북구,1,3,35,1,부산 우편집중국,15,30,295,5,중부권 광역우편물류센터,42,55,256,41,원주 우편집중국,67,70,62,2,충북 제천시
001P10228,경북 청도군,1,5,79,1,대구 우편집중국,17,27,192,23,중부권 광역우편물류센터,39,52,253,20,부천 우편집중국,64,66,36,2,경기 부천시
001P10229,경남 통영시,1,8,136,2,창원 우편집중국,20,33,251,35,중부권 광역우편물류센터,45,58,253,97,부천 우편집중국,70,72,36,7,서울 영등포구
001P10230,충북 단양군,1,6,98,1,원주 우편집중국,18,31,256,20,중부권 광역우편물류센터,43,48,93,51,전주 우편집중국,60,62,39,5,전북 익산시
001P10231,강원 양양군,1,4,68,1,강릉 우편집중국,16,34,368,2,중부권 광역우편물류센터,46,59,251,69,창원 우편집중국,71,77,117,8,경남 고성군
001P10232,전북 무주군,1,10,175,3,천안 우편집중국,22,29,133,48,중부권 광역우편물류센터,41,56,295,51,부산 우편집중국,68,72,70,4,부산 중구
001P10233,부산 동래구,1,4,60,1,부산 우편집중국,16,31,295,11,중부권 광역우편물류센터,43,53,199,56,광주 우편집중국,65,69,82,3,전남 영광군
001P10234,경기 군포시,1,3,33,3,안양 우편집중국,15,26,225,9,중부권 광역우편물류센터,38,51,256,18,원주 우편집중국,63,66,62,1,강원 영월군
001P10235,서울 영등포구,1,3,36,1,부천 우편집중국,15,28,253,7,중부권 광역우편물류센터,40,54,271,14,포항 우편집중국,66,68,30,1,경북 영덕군
001P10236,충남 부여군,1,7,116,1,대전 우편집중국,19,22,53,25,중부권 광역우편물류센터,34,44,192,5,대구 우편집중국,56,60,79,1,경북 청도군
002P10001,울산 북구,2,4,30,1,울산 우편집중국,16,32,318,8,중부권 광역우편물류센터,44,51,133,66,천안 우편집중국,63,69,113,9,충남 예산군
002P10002,경기 시흥시,2,5,53,4,부천 우편집중국,17,30,253,22,중부권 광역우편물류센터,42,56,271,18,포항 우편집중국,68,70,30,1,경북 포항시 남구
002P10003,충북 옥천군,2,9,135,3,천안 우편집중국,21,28,133,39,중부권 광역우편물류센터,40,43,53,16,대전 우편집중국,55,61,116,3,충남 부여군
002P10004,대구 동구,2,4,50,3,대구 우편집중국,16,26,192,10,중부권 광역우편물류센터,38,51,256,18,원주 우편집중국,63,65,30,2,강원 원주시
002P10005,강원 강릉시,2,4,30,1,강릉 우편집중국,16,34,368,2,중부권 광역우편물류센터,46,56,202,53,진주 우편집중국,68,74,124,9,경남 거창군
002P10006,경기 남양주시,2,4,40,2,동서울 우편집중국,16,28,248,7,중부권 광역우편물류센터,40,56,318,11,울산 우편집중국,68,70,30,7,울산 북구
002P10007,경남 의령군,2,5,53,2,진주 우편집중국,17,27,202,9,중부권 광역우편물류센터,39,52,256,25,원주 우편집중국,64,68,81,2,강원 홍천군
002P10008,전남 순천시,2,4,36,2,순천 집중과,16,28,233,7,중부권 광역우편물류센터,40,45,93,19,전주 우편집중국,57,64,141,2,전북 고창군
002P10009,경기 고양시 덕양구,2,4,30,2,고양 우편집중국,16,29,268,12,중부권 광역우편물류센터,41,54,253,38,부천 우편집중국,66,71,96,3,인천 강화군
002P10010,경남 거제시,2,9,136,4,창원 우편집중국,21,34,251,48,중부권 광역우편물류센터,46,57,216,79,안동 우편집중국,69,72,57,11,경북 영주시
002P10011,강원 삼척시,2,6,82,3,강릉 우편집중국,18,36,368,13,중부권 광역우편물류센터,59,72,261,94,의정부 우편집중국,84,86,45,14,경기 동두천시
002P10012,경기 의왕시,2,5,59,5,안양 우편집중국,17,28,225,31,중부권 광역우편물류센터,40,53,251,15,창원 우편집중국,65,69,75,1,경남 창녕군
002P10013,충북 청주시 청원구,2,4,30,3,청주 우편집중국,16,21,100,7,중부권 광역우편물류센터,33,46,253,3,부천 우편집중국,58,62,70,2,인천 연수구
002P10014,경남 창원시 마산합포구,2,4,30,3,창원 우편집중국,16,29,251,8,중부권 광역우편물류센터,41,48,133,34,천안 우편집중국,60,62,45,7,충남 아산시
002P10015,전북 익산시,2,4,39,4,전주 우편집중국,16,21,93,10,중부권 광역우편물류센터,33,38,93,2,전주 우편집중국,50,58,164,1,전북 군산시
002P10016,경기 연천군,2,5,55,3,의정부 우편집중국,17,30,261,20,중부권 광역우편물류센터,42,55,251,30,창원 우편집중국,67,73,117,3,경남 고성군
002P10017,경기 의정부시,2,5,68,3,의정부 우편집중국,17,30,261,20,중부권 광역우편물류센터,42,53,216,34,안동 우편집중국,65,68,57,5,경북 영주시
002P10018,경기 안양시 동안구,2,4,33,2,안양 우편집중국,16,27,225,18,중부권 광역우편물류센터,39,42,53,16,대전 우편집중국,54,59,102,1,충남 청양군
002P10019,충북 괴산군,2,9,142,2,청주 우편집중국,21,26,100,58,중부권 광역우편물류센터,38,54,318,5,울산 우편집중국,66,71,94,1,경남 양산시
002P10020,충북 청주시 상당구,2,5,65,2,청주 우편집중국,17,22,100,19,중부권 광역우편물류센터,34,39,93,6,전주 우편집중국,51,53,39,1,전북 익산시
002P10021,충남 천안시 서북구,2,4,30,3,천안 우편집중국,16,23,133,8,중부권 광역우편물류센터,35,48,268,3,고양 우편집중국,60,62,36,1,경기 김포시
002P10022,전북 진안군,2,6,83,1,전주 우편집중국,18,23,93,21,중부권 광역우편물류센터,35,48,256,6,원주 우편집중국,60,65,108,1,강원 화천군
002P10023,서울 동작구,2,5,61,3,안양 우편집중국,17,28,225,31,중부권 광역우편물류센터,40,50,192,28,대구 우편집중국,62,64,50,1,대구 동구
